driver_id,driver_db_id,cycleRule,timezone,splitShiftActive,driveSeconds,onDutySeconds,cycleSeconds,remainingDriveMinutes,remainingShiftMinutes,breakRemainingMinutes,violation active,last7Days violation,violation patterns,last7Days pti_violations,pti_violation patterns,speed,latitude,longitude,Address,dataDate
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,86399,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.226
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,172798,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.266
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,259197,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.291
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,345596,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.316
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,431995,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.340
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,518394,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.367
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,604793,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.391
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,691192,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.423
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,777591,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.449
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,863990,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.473
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,950389,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.498
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,1036788,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.531
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,1123187,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-10-15 18:26:48.558
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,0,1209586,0,0,0,0,[0],0,[],0,[],,36.8079492,-119.868322,"0.02 mi S Fresno, CA",2025-10-15 18:26:48.582
harmeet,68e4dc1cb56bc4691e8be100,60/7,America/Los_Angeles,False,34580,11329,34580,576,736,332,[0],0,[],0,[],,34.913442,-114.1563831,"0.01 mi SSW Golden Valley, AZ",2025-10-15 18:26:48.613
