driver_id,driver_db_id,cycleRule,timezone,splitShiftActive,driveSeconds,onDutySeconds,cycleSeconds,remainingDriveMinutes,remainingShiftMinutes,breakRemainingMinutes,violation active,last7Days violation,violation patterns,last7Days pti_violations,pti_violation patterns,speed,latitude,longitude,Address,dataDate
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,172798,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:06.721
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,259197,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:06.769
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,345596,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:06.812
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,345596,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:06.873
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,431995,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:06.912
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,518394,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:06.941
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,604793,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:06.970
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,691192,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:06.999
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,777591,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:07.033
6374,68b89c384f65cd554d75123f,USA Property 70 Hour / 8 Day,America/Los_Angeles,False,0,863990,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-04 18:20:07.078
